S,Feedback,Sentiment,punctuation_removed,nltk_token,StopWords_Removed
321,I ordered this product first and was unhappy with it immediately.,Negative,I ordered this product first and was unhappy with it immediately,"['i', 'ordered', 'this', 'product', 'first', 'and', 'was', 'unhappy', 'with', 'it', 'immediately']","['ordered', 'product', 'first', 'unhappy', 'immediately']"
322,The Ngage is still lacking in earbuds.,Negative,The Ngage is still lacking in earbuds,"['the', 'ngage', 'is', 'still', 'lacking', 'in', 'earbuds']","['ngage', 'still', 'lacking', 'earbuds']"
323,I was able to do voice dialing in the car with no problem.,Positive,I was able to do voice dialing in the car with no problem,"['i', 'was', 'able', 'to', 'do', 'voice', 'dialing', 'in', 'the', 'car', 'with', 'no', 'problem']","['able', 'voice', 'dialing', 'car', 'problem']"
324,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",Negative,I have 23 bars on my cell phone when I am home but you cant not hear anything,"['i', 'have', '23', 'bars', 'on', 'my', 'cell', 'phone', 'when', 'i', 'am', 'home', 'but', 'you', 'cant', 'not', 'hear', 'anything']","['23', 'bars', 'cell', 'phone', 'home', 'cant', 'hear', 'anything']"
325,"good item, low price.",Positive,good item low price,"['good', 'item', 'low', 'price']","['good', 'item', 'low', 'price']"
326,"However-the riingtones are not the best, and neither are the games.",Negative,Howeverthe riingtones are not the best and neither are the games,"['howeverthe', 'riingtones', 'are', 'not', 'the', 'best', 'and', 'neither', 'are', 'the', 'games']","['howeverthe', 'riingtones', 'best', 'neither', 'games']"
327,The plug did not work very well.,Negative,The plug did not work very well,"['the', 'plug', 'did', 'not', 'work', 'very', 'well']","['plug', 'work', 'well']"
328,AMAZON SUCKS.,Negative,AMAZON SUCKS,"['amazon', 'sucks']","['amazon', 'sucks']"
329,Rip off---- Over charge shipping.,Negative,Rip off Over charge shipping,"['rip', 'off', 'over', 'charge', 'shipping']","['rip', 'charge', 'shipping']"
330,VERY comfortable.,Positive,VERY comfortable,"['very', 'comfortable']",['comfortable']
331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,Positive,The battery is working well as a replacement for the original that came with the phone over 2 years ago,"['the', 'battery', 'is', 'working', 'well', 'as', 'a', 'replacement', 'for', 'the', 'original', 'that', 'came', 'with', 'the', 'phone', 'over', '2', 'years', 'ago']","['battery', 'working', 'well', 'replacement', 'original', 'came', 'phone', '2', 'years', 'ago']"
332,The reception is excellent!,Positive,The reception is excellent,"['the', 'reception', 'is', 'excellent']","['reception', 'excellent']"
333,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",Positive,It fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days,"['it', 'fits', 'comfortably', 'in', 'either', 'ear', 'the', 'sound', 'is', 'clear', 'and', 'loud', 'and', 'the', 'charge', 'lasts', 'a', 'couple', 'of', 'days']","['fits', 'comfortably', 'either', 'ear', 'sound', 'clear', 'loud', 'charge', 'lasts', 'couple', 'days']"
334,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",Positive,very clear quality sound and you dont have to mess with the sound on your iPod since you have the sound buttons on the headset,"['very', 'clear', 'quality', 'sound', 'and', 'you', 'dont', 'have', 'to', 'mess', 'with', 'the', 'sound', 'on', 'your', 'ipod', 'since', 'you', 'have', 'the', 'sound', 'buttons', 'on', 'the', 'headset']","['clear', 'quality', 'sound', 'dont', 'mess', 'sound', 'ipod', 'since', 'sound', 'buttons', 'headset']"
335,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,Negative,1 long lasting battery you dont have to recharge it as frequentyly as some of the flip phones2,"['1', 'long', 'lasting', 'battery', 'you', 'dont', 'have', 'to', 'recharge', 'it', 'as', 'frequentyly', 'as', 'some', 'of', 'the', 'flip', 'phones2']","['1', 'long', 'lasting', 'battery', 'dont', 'recharge', 'frequentyly', 'flip', 'phones2']"
336,Obviously there is a problem with the adhesive.,Negative,Obviously there is a problem with the adhesive,"['obviously', 'there', 'is', 'a', 'problem', 'with', 'the', 'adhesive']","['obviously', 'problem', 'adhesive']"
337,Very disappointing.,Negative,Very disappointing,"['very', 'disappointing']",['disappointing']
338,"It was an inexpensive piece, but I would still have expected better quality.",Negative,It was an inexpensive piece but I would still have expected better quality,"['it', 'was', 'an', 'inexpensive', 'piece', 'but', 'i', 'would', 'still', 'have', 'expected', 'better', 'quality']","['inexpensive', 'piece', 'would', 'still', 'expected', 'better', 'quality']"
339,It is practically useless and did not add any kind of boost to my reception after I bought it.,Negative,It is practically useless and did not add any kind of boost to my reception after I bought it,"['it', 'is', 'practically', 'useless', 'and', 'did', 'not', 'add', 'any', 'kind', 'of', 'boost', 'to', 'my', 'reception', 'after', 'i', 'bought', 'it']","['practically', 'useless', 'add', 'kind', 'boost', 'reception', 'bought']"
340,Excellent sound quality.,Positive,Excellent sound quality,"['excellent', 'sound', 'quality']","['excellent', 'sound', 'quality']"
341,Was not happy.,Negative,Was not happy,"['was', 'not', 'happy']",['happy']
342,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,Negative,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS,"['a', 'piece', 'of', 'junk', 'that', 'broke', 'after', 'being', 'on', 'my', 'phone', 'for', '2', 'days']","['piece', 'junk', 'broke', 'phone', '2', 'days']"
343,New Battery works great in phone.,Positive,New Battery works great in phone,"['new', 'battery', 'works', 'great', 'in', 'phone']","['new', 'battery', 'works', 'great', 'phone']"
344,Worst customer service.,Negative,Worst customer service,"['worst', 'customer', 'service']","['worst', 'customer', 'service']"
345,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",Positive,Ive dropped my phone more times than I can say even on concrete and my phone is still great knock on wood,"['ive', 'dropped', 'my', 'phone', 'more', 'times', 'than', 'i', 'can', 'say', 'even', 'on', 'concrete', 'and', 'my', 'phone', 'is', 'still', 'great', 'knock', 'on', 'wood']","['ive', 'dropped', 'phone', 'times', 'say', 'even', 'concrete', 'phone', 'still', 'great', 'knock', 'wood']"
346,Reception is terrible and full of static.,Negative,Reception is terrible and full of static,"['reception', 'is', 'terrible', 'and', 'full', 'of', 'static']","['reception', 'terrible', 'full', 'static']"
347,Good audio quality.,Positive,Good audio quality,"['good', 'audio', 'quality']","['good', 'audio', 'quality']"
348,This little device has transformed my organizational capability and made my life a whole lot easier.,Positive,This little device has transformed my organizational capability and made my life a whole lot easier,"['this', 'little', 'device', 'has', 'transformed', 'my', 'organizational', 'capability', 'and', 'made', 'my', 'life', 'a', 'whole', 'lot', 'easier']","['little', 'device', 'transformed', 'organizational', 'capability', 'made', 'life', 'whole', 'lot', 'easier']"
349,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",Negative,I was sitting in my vehicle with the cradle on my belt and the headset lost signal,"['i', 'was', 'sitting', 'in', 'my', 'vehicle', 'with', 'the', 'cradle', 'on', 'my', 'belt', 'and', 'the', 'headset', 'lost', 'signal']","['sitting', 'vehicle', 'cradle', 'belt', 'headset', 'lost', 'signal']"
350,Were JERKS on the phone.,Negative,Were JERKS on the phone,"['were', 'jerks', 'on', 'the', 'phone']","['jerks', 'phone']"
351,Works like a charm.. Works as advertised.,Positive,Works like a charm Works as advertised,"['works', 'like', 'a', 'charm', 'works', 'as', 'advertised']","['works', 'like', 'charm', 'works', 'advertised']"
352,"Comfortable, Nice Range, Good Battery Life.",Positive,Comfortable Nice Range Good Battery Life,"['comfortable', 'nice', 'range', 'good', 'battery', 'life']","['comfortable', 'nice', 'range', 'good', 'battery', 'life']"
353,Their network coverage in Los Angeles is horrible.,Negative,Their network coverage in Los Angeles is horrible,"['their', 'network', 'coverage', 'in', 'los', 'angeles', 'is', 'horrible']","['network', 'coverage', 'los', 'angeles', 'horrible']"
354,Excellent starter wireless headset.,Negative,Excellent starter wireless headset,"['excellent', 'starter', 'wireless', 'headset']","['excellent', 'starter', 'wireless', 'headset']"
355,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",Negative,The loudspeaker option is great the bumpers with the lights is very  appealing,"['the', 'loudspeaker', 'option', 'is', 'great', 'the', 'bumpers', 'with', 'the', 'lights', 'is', 'very', 'appealing']","['loudspeaker', 'option', 'great', 'bumpers', 'lights', 'appealing']"
356,The only thing that I think could improve is the sound leaks out from the headset.,Negative,The only thing that I think could improve is the sound leaks out from the headset,"['the', 'only', 'thing', 'that', 'i', 'think', 'could', 'improve', 'is', 'the', 'sound', 'leaks', 'out', 'from', 'the', 'headset']","['thing', 'think', 'could', 'improve', 'sound', 'leaks', 'headset']"
357,"First off the reception sucks, I have never had more than 2 bars, ever.",Negative,First off the reception sucks I have never had more than 2 bars ever,"['first', 'off', 'the', 'reception', 'sucks', 'i', 'have', 'never', 'had', 'more', 'than', '2', 'bars', 'ever']","['first', 'reception', 'sucks', 'never', '2', 'bars', 'ever']"
358,The phone gets EXTREMELY HOT!,Negative,The phone gets EXTREMELY HOT,"['the', 'phone', 'gets', 'extremely', 'hot']","['phone', 'gets', 'extremely', 'hot']"
359,"The microphone also works well, but (according to people I have called) it applifies everything.",Positive,The microphone also works well but according to people I have called it applifies everything,"['the', 'microphone', 'also', 'works', 'well', 'but', 'according', 'to', 'people', 'i', 'have', 'called', 'it', 'applifies', 'everything']","['microphone', 'also', 'works', 'well', 'according', 'people', 'called', 'applifies', 'everything']"
360,Nice design and quality.,Positive,Nice design and quality,"['nice', 'design', 'and', 'quality']","['nice', 'design', 'quality']"
361,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",Negative,Also if your phone is dropped this case is not going to save it specially when dropped face down,"['also', 'if', 'your', 'phone', 'is', 'dropped', 'this', 'case', 'is', 'not', 'going', 'to', 'save', 'it', 'specially', 'when', 'dropped', 'face', 'down']","['also', 'phone', 'dropped', 'case', 'going', 'save', 'specially', 'dropped', 'face']"
362,"It is light, easy to use, and has very clear reception and transmission.",Positive,It is light easy to use and has very clear reception and transmission,"['it', 'is', 'light', 'easy', 'to', 'use', 'and', 'has', 'very', 'clear', 'reception', 'and', 'transmission']","['light', 'easy', 'use', 'clear', 'reception', 'transmission']"
363,"bad fit, way too big.",Negative,bad fit way too big,"['bad', 'fit', 'way', 'too', 'big']","['bad', 'fit', 'way', 'big']"
364,It definitely was not as good as my S11.,Positive,It definitely was not as good as my S11,"['it', 'definitely', 'was', 'not', 'as', 'good', 'as', 'my', 's11']","['definitely', 'good', 's11']"
365,awesome device.,Positive,awesome device,"['awesome', 'device']","['awesome', 'device']"
366,Waste of money.,Negative,Waste of money,"['waste', 'of', 'money']","['waste', 'money']"
367,"I had ordered a motorola data cable, got a very well finished and working product.",Positive,I had ordered a motorola data cable got a very well finished and working product,"['i', 'had', 'ordered', 'a', 'motorola', 'data', 'cable', 'got', 'a', 'very', 'well', 'finished', 'and', 'working', 'product']","['ordered', 'motorola', 'data', 'cable', 'got', 'well', 'finished', 'working', 'product']"
368,Love This Phone.,Positive,Love This Phone,"['love', 'this', 'phone']","['love', 'phone']"
369,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,Positive,I was looking for this headset for a long time and now that Ive got it I couldnt be happier,"['i', 'was', 'looking', 'for', 'this', 'headset', 'for', 'a', 'long', 'time', 'and', 'now', 'that', 'ive', 'got', 'it', 'i', 'couldnt', 'be', 'happier']","['looking', 'headset', 'long', 'time', 'ive', 'got', 'couldnt', 'happier']"
370,"I'll be drivng along, and my headset starts ringing for no reason.",Negative,Ill be drivng along and my headset starts ringing for no reason,"['ill', 'be', 'drivng', 'along', 'and', 'my', 'headset', 'starts', 'ringing', 'for', 'no', 'reason']","['ill', 'drivng', 'along', 'headset', 'starts', 'ringing', 'reason']"
371,Display is excellent and camera is as good as any from that year.,Positive,Display is excellent and camera is as good as any from that year,"['display', 'is', 'excellent', 'and', 'camera', 'is', 'as', 'good', 'as', 'any', 'from', 'that', 'year']","['display', 'excellent', 'camera', 'good', 'year']"
